datetime,workingday,weather,temp,humidity,windspeed,year,month,hour_x,hour_y
2011-04-12 14:00:00,1,2,20.5,82,19.0012,2011,4,-0.4999999999999997,-0.8660254037844388
2011-04-12 15:00:00,1,2,19.68,77,35.0008,2011,4,-0.7071067811865471,-0.7071067811865479
2011-04-12 16:00:00,1,2,19.68,77,26.0027,2011,4,-0.8660254037844384,-0.5000000000000004
2011-04-12 17:00:00,1,3,18.04,77,15.0013,2011,4,-0.9659258262890683,-0.25881904510252063
2011-04-12 18:00:00,1,3,18.04,77,15.0013,2011,4,-1.0,-1.8369701987210297e-16
2011-04-12 19:00:00,1,2,17.22,82,19.0012,2011,4,-0.9659258262890684,0.2588190451025203
2011-04-12 20:00:00,1,2,17.22,82,19.0012,2011,4,-0.8660254037844386,0.5000000000000001
2011-04-12 21:00:00,1,2,17.22,82,12.998,2011,4,-0.7071067811865477,0.7071067811865474
2011-04-12 22:00:00,1,2,16.4,94,19.9995,2011,4,-0.5000000000000004,0.8660254037844384
2011-04-12 23:00:00,1,2,16.4,94,16.9979,2011,4,-0.25881904510252157,0.9659258262890681
2011-04-13 00:00:00,1,2,16.4,100,19.9995,2011,4,0.0,1.0
2011-04-13 01:00:00,1,2,16.4,100,19.9995,2011,4,0.25881904510252074,0.9659258262890683
2011-04-13 02:00:00,1,3,16.4,100,19.9995,2011,4,0.49999999999999994,0.8660254037844387
2011-04-13 03:00:00,1,3,16.4,94,22.0028,2011,4,0.7071067811865475,0.7071067811865476
2011-04-13 04:00:00,1,3,16.4,94,22.0028,2011,4,0.8660254037844386,0.5000000000000001
2011-04-13 05:00:00,1,3,15.58,94,16.9979,2011,4,0.9659258262890683,0.25881904510252074
2011-04-13 06:00:00,1,3,15.58,94,15.0013,2011,4,1.0,6.123233995736766e-17
2011-04-13 07:00:00,1,3,14.76,100,15.0013,2011,4,0.9659258262890683,-0.25881904510252063
2011-04-13 08:00:00,1,3,15.58,94,12.998,2011,4,0.8660254037844387,-0.4999999999999998
2011-04-13 09:00:00,1,2,15.58,94,15.0013,2011,4,0.7071067811865476,-0.7071067811865475
2011-04-13 10:00:00,1,2,16.4,87,12.998,2011,4,0.49999999999999994,-0.8660254037844387
2011-04-13 11:00:00,1,2,17.22,82,12.998,2011,4,0.258819045102521,-0.9659258262890682
2011-04-13 12:00:00,1,3,17.22,82,16.9979,2011,4,1.2246467991473532e-16,-1.0
2011-04-13 13:00:00,1,2,18.04,77,12.998,2011,4,-0.2588190451025208,-0.9659258262890683
2011-04-13 14:00:00,1,2,17.22,77,16.9979,2011,4,-0.4999999999999997,-0.8660254037844388
2011-04-13 15:00:00,1,2,18.04,72,19.0012,2011,4,-0.7071067811865471,-0.7071067811865479
2011-04-13 16:00:00,1,1,18.86,67,19.0012,2011,4,-0.8660254037844384,-0.5000000000000004
2011-04-13 17:00:00,1,1,18.86,67,19.9995,2011,4,-0.9659258262890683,-0.25881904510252063
2011-04-13 18:00:00,1,1,18.04,62,26.0027,2011,4,-1.0,-1.8369701987210297e-16
2011-04-13 19:00:00,1,1,18.04,62,16.9979,2011,4,-0.9659258262890684,0.2588190451025203
2011-04-13 20:00:00,1,1,18.04,62,16.9979,2011,4,-0.8660254037844386,0.5000000000000001
2011-04-13 21:00:00,1,1,17.22,67,11.0014,2011,4,-0.7071067811865477,0.7071067811865474
2011-04-13 22:00:00,1,1,17.22,67,12.998,2011,4,-0.5000000000000004,0.8660254037844384
2011-04-13 23:00:00,1,1,16.4,71,8.9981,2011,4,-0.25881904510252157,0.9659258262890681
2011-04-14 00:00:00,1,1,15.58,76,8.9981,2011,4,0.0,1.0
2011-04-14 01:00:00,1,1,15.58,76,15.0013,2011,4,0.25881904510252074,0.9659258262890683
2011-04-14 02:00:00,1,1,14.76,76,8.9981,2011,4,0.49999999999999994,0.8660254037844387
2011-04-14 03:00:00,1,1,13.94,81,8.9981,2011,4,0.7071067811865475,0.7071067811865476
2011-04-14 04:00:00,1,1,13.94,76,0.0,2011,4,0.8660254037844386,0.5000000000000001
2011-04-14 05:00:00,1,1,13.94,76,6.0032,2011,4,0.9659258262890683,0.25881904510252074
2011-04-14 06:00:00,1,1,13.94,76,7.0015,2011,4,1.0,6.123233995736766e-17
2011-04-14 07:00:00,1,1,15.58,66,0.0,2011,4,0.9659258262890683,-0.25881904510252063
2011-04-14 08:00:00,1,1,17.22,58,11.0014,2011,4,0.8660254037844387,-0.4999999999999998
2011-04-14 09:00:00,1,1,18.86,51,8.9981,2011,4,0.7071067811865476,-0.7071067811865475
2011-04-14 10:00:00,1,1,20.5,51,12.998,2011,4,0.49999999999999994,-0.8660254037844387
2011-04-14 11:00:00,1,1,21.32,45,11.0014,2011,4,0.258819045102521,-0.9659258262890682
2011-04-14 12:00:00,1,1,22.14,42,8.9981,2011,4,1.2246467991473532e-16,-1.0
2011-04-14 13:00:00,1,1,22.96,37,15.0013,2011,4,-0.2588190451025208,-0.9659258262890683
2011-04-14 14:00:00,1,1,22.96,35,6.0032,2011,4,-0.4999999999999997,-0.8660254037844388
2011-04-14 15:00:00,1,1,24.6,31,6.0032,2011,4,-0.7071067811865471,-0.7071067811865479
2011-04-14 16:00:00,1,1,24.6,26,7.0015,2011,4,-0.8660254037844384,-0.5000000000000004
2011-04-14 17:00:00,1,1,24.6,28,0.0,2011,4,-0.9659258262890683,-0.25881904510252063
2011-04-14 18:00:00,1,1,22.96,30,0.0,2011,4,-1.0,-1.8369701987210297e-16
2011-04-14 19:00:00,1,1,22.14,32,0.0,2011,4,-0.9659258262890684,0.2588190451025203
2011-04-14 20:00:00,1,1,20.5,51,12.998,2011,4,-0.8660254037844386,0.5000000000000001
2011-04-14 21:00:00,1,1,18.86,63,8.9981,2011,4,-0.7071067811865477,0.7071067811865474
2011-04-14 22:00:00,1,1,19.68,55,7.0015,2011,4,-0.5000000000000004,0.8660254037844384
2011-04-14 23:00:00,1,1,18.86,59,7.0015,2011,4,-0.25881904510252157,0.9659258262890681
2011-04-15 00:00:00,0,1,18.04,67,0.0,2011,4,0.0,1.0
2011-04-15 01:00:00,0,1,18.04,62,0.0,2011,4,0.25881904510252074,0.9659258262890683
2011-04-15 02:00:00,0,1,16.4,76,0.0,2011,4,0.49999999999999994,0.8660254037844387
2011-04-15 03:00:00,0,1,16.4,76,0.0,2011,4,0.7071067811865475,0.7071067811865476
2011-04-15 04:00:00,0,1,15.58,82,6.0032,2011,4,0.8660254037844386,0.5000000000000001
2011-04-15 05:00:00,0,1,14.76,81,7.0015,2011,4,0.9659258262890683,0.25881904510252074
2011-04-15 06:00:00,0,1,14.76,81,6.0032,2011,4,1.0,6.123233995736766e-17
2011-04-15 07:00:00,0,1,16.4,71,11.0014,2011,4,0.9659258262890683,-0.25881904510252063
2011-04-15 08:00:00,0,1,18.04,62,19.9995,2011,4,0.8660254037844387,-0.4999999999999998
2011-04-15 09:00:00,0,1,20.5,55,12.998,2011,4,0.7071067811865476,-0.7071067811865475
2011-04-15 10:00:00,0,1,20.5,55,12.998,2011,4,0.49999999999999994,-0.8660254037844387
2011-04-15 11:00:00,0,1,21.32,55,12.998,2011,4,0.258819045102521,-0.9659258262890682
2011-04-15 12:00:00,0,1,21.32,55,19.0012,2011,4,1.2246467991473532e-16,-1.0
2011-04-15 13:00:00,0,1,22.14,52,16.9979,2011,4,-0.2588190451025208,-0.9659258262890683
2011-04-15 14:00:00,0,1,22.14,52,16.9979,2011,4,-0.4999999999999997,-0.8660254037844388
2011-04-15 15:00:00,0,1,22.14,52,30.0026,2011,4,-0.7071067811865471,-0.7071067811865479
2011-04-15 16:00:00,0,1,21.32,55,32.9975,2011,4,-0.8660254037844384,-0.5000000000000004
2011-04-15 17:00:00,0,2,20.5,63,26.0027,2011,4,-0.9659258262890683,-0.25881904510252063
2011-04-15 18:00:00,0,2,18.86,67,26.0027,2011,4,-1.0,-1.8369701987210297e-16
2011-04-15 19:00:00,0,1,17.22,77,26.0027,2011,4,-0.9659258262890684,0.2588190451025203
2011-04-15 20:00:00,0,2,16.4,76,22.0028,2011,4,-0.8660254037844386,0.5000000000000001
2011-04-15 21:00:00,0,2,16.4,76,19.9995,2011,4,-0.7071067811865477,0.7071067811865474
2011-04-15 22:00:00,0,2,15.58,82,26.0027,2011,4,-0.5000000000000004,0.8660254037844384
2011-04-15 23:00:00,0,2,14.76,81,12.998,2011,4,-0.25881904510252157,0.9659258262890681
2011-04-16 00:00:00,0,2,14.76,81,15.0013,2011,4,0.0,1.0
2011-04-16 01:00:00,0,2,14.76,87,19.0012,2011,4,0.25881904510252074,0.9659258262890683
2011-04-16 02:00:00,0,2,14.76,87,8.9981,2011,4,0.49999999999999994,0.8660254037844387
2011-04-16 03:00:00,0,2,14.76,87,11.0014,2011,4,0.7071067811865475,0.7071067811865476
2011-04-16 04:00:00,0,2,14.76,87,15.0013,2011,4,0.8660254037844386,0.5000000000000001
2011-04-16 05:00:00,0,2,15.58,87,19.0012,2011,4,0.9659258262890683,0.25881904510252074
2011-04-16 06:00:00,0,3,16.4,82,22.0028,2011,4,1.0,6.123233995736766e-17
